generation	clone_id	dN	dS	pN	pS
105001	0	59	29	14	2
105001	1	36	25	8	3
105001	2	127	72	29	7
105001	3	35	21	10	0
105001	4	38	21	9	6
105001	5	62	34	13	4
105001	6	83	65	24	8
105001	7	76	55	17	6
105001	8	38	27	8	6
105001	9	46	37	11	10
105501	0	64	29	7	2
105501	1	39	23	7	4
105501	2	126	68	36	8
105501	3	34	21	15	1
105501	4	35	22	11	3
105501	5	61	31	8	8
105501	6	84	63	23	10
105501	7	76	54	16	9
105501	8	38	28	4	4
105501	9	46	38	5	12
106001	0	62	28	14	2
106001	1	39	24	5	3
106001	2	124	71	30	9
106001	3	34	20	8	3
106001	4	35	22	14	8
106001	5	59	32	14	4
106001	6	82	61	29	9
106001	7	72	53	20	10
106001	8	38	28	7	4
106001	9	42	40	7	9
106501	0	64	28	7	3
106501	1	37	21	11	5
106501	2	130	73	25	9
106501	3	40	22	3	3
106501	4	42	23	8	5
106501	5	60	31	8	6
106501	6	90	66	24	9
106501	7	79	56	11	8
106501	8	36	29	7	7
106501	9	45	40	10	4
107001	0	61	27	18	1
107001	1	35	22	7	6
107001	2	123	72	26	12
107001	3	38	21	4	2
107001	4	39	21	9	3
107001	5	58	29	7	6
107001	6	91	64	27	12
107001	7	79	54	25	9
107001	8	36	28	7	2
107001	9	44	39	7	12
107501	0	63	26	9	7
107501	1	33	24	14	4
107501	2	130	70	38	15
107501	3	39	20	5	6
107501	4	37	22	12	6
107501	5	57	33	12	4
107501	6	85	67	20	9
107501	7	80	53	19	11
107501	8	33	30	12	5
107501	9	45	41	14	8
108001	0	64	29	12	4
108001	1	41	25	5	4
108001	2	126	71	32	16
108001	3	40	21	4	4
108001	4	36	21	13	9
108001	5	62	33	8	6
108001	6	88	66	21	13
108001	7	74	53	25	8
108001	8	35	28	10	5
108001	9	42	40	11	12
108501	0	65	26	15	6
108501	1	40	26	5	2
108501	2	125	65	41	14
108501	3	41	21	6	1
108501	4	36	22	9	6
108501	5	58	34	8	10
108501	6	89	66	15	8
108501	7	74	54	21	7
108501	8	35	29	12	3
108501	9	45	39	6	15
109001	0	67	27	12	2
109001	1	40	26	7	1
109001	2	129	73	35	10
109001	3	39	22	4	3
109001	4	38	22	6	3
109001	5	59	32	8	5
109001	6	83	65	26	6
109001	7	81	58	14	4
109001	8	37	27	11	3
109001	9	47	39	9	6
109501	0	61	28	20	5
109501	1	42	26	3	5
109501	2	128	72	26	8
109501	3	39	21	8	2
109501	4	37	21	9	3
109501	5	57	34	12	4
109501	6	89	70	10	8
109501	7	76	56	13	8
109501	8	38	30	9	3
109501	9	45	39	10	3
110001	0	66	28	12	4
110001	1	39	24	9	4
110001	2	129	71	36	16
110001	3	34	22	7	2
110001	4	40	21	10	1
110001	5	58	35	14	8
110001	6	89	65	14	8
110001	7	78	50	14	8
110001	8	39	30	8	6
110001	9	44	41	12	9
110501	0	61	27	8	4
110501	1	41	26	8	2
110501	2	131	79	29	8
110501	3	41	22	5	2
110501	4	43	23	5	2
110501	5	63	34	9	4
110501	6	91	68	17	6
110501	7	75	55	21	7
110501	8	39	26	12	6
110501	9	41	41	8	4
111001	0	65	26	9	5
111001	1	40	24	7	2
111001	2	129	77	24	9
111001	3	35	22	10	2
111001	4	40	21	11	4
111001	5	58	32	11	7
111001	6	91	69	15	7
111001	7	81	54	22	8
111001	8	36	30	9	3
111001	9	42	39	15	9
111501	0	65	27	10	5
111501	1	42	27	5	4
111501	2	135	75	24	13
111501	3	37	21	12	1
111501	4	43	23	10	1
111501	5	61	34	10	4
111501	6	87	66	29	6
111501	7	78	54	20	12
111501	8	39	30	8	2
111501	9	41	36	16	9
112001	0	59	25	20	4
112001	1	43	26	7	4
112001	2	131	75	37	8
112001	3	35	21	10	0
112001	4	41	23	11	4
112001	5	57	33	10	5
112001	6	87	66	24	6
112001	7	78	54	17	9
112001	8	34	31	8	5
112001	9	43	41	8	5
112501	0	62	28	9	4
112501	1	38	23	9	3
112501	2	131	76	34	18
112501	3	38	18	9	3
112501	4	34	20	13	2
112501	5	58	37	12	9
112501	6	83	66	29	6
112501	7	82	58	6	8
112501	8	41	31	6	3
112501	9	43	41	9	7
113001	0	64	26	14	2
113001	1	43	27	8	3
113001	2	131	75	37	16
113001	3	36	22	6	2
113001	4	37	21	15	7
113001	5	58	34	19	7
113001	6	83	70	25	10
113001	7	84	57	9	4
113001	8	40	32	5	3
113001	9	44	43	7	7
113501	0	64	27	11	3
113501	1	40	26	12	4
113501	2	125	75	43	13
113501	3	38	20	4	4
113501	4	40	22	10	3
113501	5	57	36	14	7
113501	6	79	66	25	11
113501	7	79	52	14	12
113501	8	40	31	9	3
113501	9	45	41	4	8
114001	0	65	26	16	9
114001	1	41	25	6	4
114001	2	131	75	31	10
114001	3	39	20	6	1
114001	4	44	22	11	3
114001	5	60	34	15	5
114001	6	86	65	19	16
114001	7	82	56	14	8
114001	8	40	30	11	4
114001	9	43	40	16	7
114501	0	63	25	13	8
114501	1	43	26	7	2
114501	2	127	80	39	14
114501	3	37	23	10	2
114501	4	44	24	5	2
114501	5	60	30	11	7
114501	6	79	64	24	14
114501	7	78	51	25	12
114501	8	41	29	8	3
114501	9	41	39	11	8
115001	0	59	24	22	7
115001	1	43	25	6	4
115001	2	126	76	45	19
115001	3	41	23	8	4
115001	4	45	23	10	3
115001	5	59	34	11	2
115001	6	80	62	31	9
115001	7	81	50	18	13
115001	8	40	29	6	4
115001	9	44	45	12	8
115501	0	63	26	13	7
115501	1	41	22	4	4
115501	2	132	81	34	18
115501	3	37	23	7	4
115501	4	42	20	14	6
115501	5	62	34	9	6
115501	6	81	65	26	10
115501	7	85	49	23	12
115501	8	38	29	8	5
115501	9	45	40	10	6
116001	0	68	27	11	13
116001	1	41	27	3	1
116001	2	124	73	31	21
116001	3	35	22	9	7
116001	4	44	23	9	8
116001	5	59	34	11	2
116001	6	78	61	41	11
116001	7	87	52	17	18
116001	8	40	29	12	4
116001	9	44	44	8	4
116501	0	61	24	30	6
116501	1	43	26	10	2
116501	2	132	78	34	18
116501	3	34	19	13	6
116501	4	44	22	10	2
116501	5	61	34	8	3
116501	6	80	65	45	13
116501	7	81	51	19	14
116501	8	40	30	6	3
116501	9	48	42	8	8
117001	0	61	27	20	9
117001	1	39	26	9	3
117001	2	133	77	27	23
117001	3	37	22	9	5
117001	4	44	24	8	6
117001	5	61	36	10	4
117001	6	76	59	38	16
117001	7	82	55	12	11
117001	8	41	28	8	3
117001	9	47	45	10	4
117501	0	62	28	16	6
117501	1	41	27	6	2
117501	2	127	78	35	24
117501	3	37	20	12	6
117501	4	43	24	11	4
117501	5	56	30	14	4
117501	6	81	63	36	11
117501	7	85	54	18	12
117501	8	41	30	8	2
117501	9	48	45	8	5
118001	0	64	27	16	6
118001	1	43	27	5	2
118001	2	125	76	33	15
118001	3	35	20	15	4
118001	4	42	24	10	7
118001	5	62	34	13	4
118001	6	82	64	31	10
118001	7	81	56	22	10
118001	8	42	31	11	5
118001	9	45	41	13	10
118501	0	67	28	13	4
118501	1	44	27	6	4
118501	2	136	81	25	18
118501	3	41	24	5	0
118501	4	41	24	8	5
118501	5	61	31	13	3
118501	6	96	66	22	7
118501	7	88	60	16	7
118501	8	42	30	4	3
118501	9	46	43	12	8
119001	0	69	26	10	3
119001	1	42	26	9	3
119001	2	140	74	37	12
119001	3	44	23	4	2
119001	4	42	24	10	4
119001	5	63	31	12	3
119001	6	99	70	16	10
119001	7	82	58	19	10
119001	8	39	29	10	6
119001	9	49	45	12	5
119501	0	67	26	14	5
119501	1	43	27	6	3
119501	2	137	81	26	15
119501	3	44	22	9	7
119501	4	46	24	5	2
119501	5	60	33	11	4
119501	6	96	65	32	10
119501	7	82	56	24	14
119501	8	41	27	10	5
119501	9	46	46	8	3
120001	0	62	29	18	8
120001	1	44	26	10	2
120001	2	136	78	31	14
120001	3	44	23	7	3
120001	4	44	24	10	6
120001	5	62	34	12	5
120001	6	98	61	28	13
120001	7	84	59	29	9
120001	8	43	29	7	8
120001	9	48	42	12	4
120501	0	67	29	10	7
120501	1	41	24	5	4
120501	2	138	80	32	14
120501	3	40	22	6	3
120501	4	45	23	7	5
120501	5	58	35	17	4
120501	6	101	65	19	12
120501	7	86	60	18	11
120501	8	41	29	10	6
120501	9	47	41	11	6
121001	0	66	29	13	2
121001	1	44	26	5	2
121001	2	142	79	26	18
121001	3	39	21	11	3
121001	4	45	21	11	3
121001	5	59	36	16	4
121001	6	98	60	14	11
121001	7	82	62	23	6
121001	8	43	33	5	4
121001	9	50	44	10	5
121501	0	67	28	11	4
121501	1	44	26	7	3
121501	2	145	81	30	13
121501	3	44	23	5	6
121501	4	41	22	6	8
121501	5	61	33	17	7
121501	6	101	67	16	10
121501	7	87	58	18	7
121501	8	37	34	6	4
121501	9	45	45	15	4
122001	0	67	29	11	7
122001	1	44	26	8	7
122001	2	146	87	21	20
122001	3	42	24	10	4
122001	4	47	23	8	5
122001	5	58	34	12	5
122001	6	97	68	18	5
122001	7	90	60	20	9
122001	8	37	31	8	8
122001	9	48	45	13	6
122501	0	67	30	14	3
122501	1	45	27	8	2
122501	2	145	85	25	15
122501	3	43	22	9	5
122501	4	46	24	6	7
122501	5	59	32	15	6
122501	6	98	69	19	8
122501	7	90	64	20	6
122501	8	36	30	9	7
122501	9	49	44	10	3
123001	0	61	27	23	6
123001	1	44	26	5	2
123001	2	139	77	29	22
123001	3	45	23	8	6
123001	4	47	23	4	4
123001	5	63	35	15	7
123001	6	101	66	23	5
123001	7	90	61	13	7
123001	8	34	28	11	5
123001	9	47	43	14	4
123501	0	67	28	18	7
123501	1	42	23	9	3
123501	2	141	81	36	22
123501	3	42	22	9	4
123501	4	45	24	11	6
123501	5	60	34	12	9
123501	6	102	71	24	8
123501	7	90	60	23	9
123501	8	40	31	5	8
123501	9	51	45	12	2
124001	0	68	28	12	2
124001	1	45	26	5	3
124001	2	143	87	32	10
124001	3	44	26	8	3
124001	4	45	22	13	6
124001	5	61	34	16	6
124001	6	98	66	19	8
124001	7	97	65	19	10
124001	8	43	34	5	5
124001	9	54	45	3	6
124501	0	69	31	14	8
124501	1	45	26	8	2
124501	2	147	87	29	17
124501	3	45	25	9	3
124501	4	45	22	12	5
124501	5	64	36	11	4
124501	6	101	70	16	6
124501	7	89	66	12	6
124501	8	42	34	10	2
124501	9	53	47	7	9
125001	0	67	31	14	4
125001	1	43	25	13	2
125001	2	143	86	30	13
125001	3	44	26	6	1
125001	4	42	24	19	4
125001	5	67	35	20	6
125001	6	99	70	25	5
125001	7	86	53	30	13
125001	8	43	34	9	5
125001	9	50	44	9	8
125501	0	72	31	16	6
125501	1	44	27	3	6
125501	2	153	86	22	18
125501	3	45	26	5	3
125501	4	43	21	11	6
125501	5	66	34	11	11
125501	6	101	72	27	6
125501	7	93	61	22	8
125501	8	39	31	9	3
125501	9	48	46	15	6
126001	0	68	31	14	9
126001	1	45	27	8	3
126001	2	144	83	36	15
126001	3	44	20	4	6
126001	4	45	22	13	3
126001	5	67	33	14	2
126001	6	98	72	37	8
126001	7	94	65	21	10
126001	8	40	31	9	7
126001	9	53	47	8	5
126501	0	61	31	23	2
126501	1	46	27	13	4
126501	2	149	84	26	17
126501	3	46	25	6	6
126501	4	45	22	13	6
126501	5	66	35	18	3
126501	6	103	66	27	3
126501	7	95	63	22	8
126501	8	42	34	7	5
126501	9	51	47	10	3
127001	0	66	30	14	5
127001	1	46	28	5	3
127001	2	150	84	29	19
127001	3	40	25	14	3
127001	4	48	24	8	5
127001	5	66	33	18	7
127001	6	108	75	15	7
127001	7	99	67	19	2
127001	8	42	34	9	8
127001	9	50	47	14	7
127501	0	68	31	16	4
127501	1	48	29	5	1
127501	2	148	83	30	16
127501	3	46	26	7	4
127501	4	43	24	15	8
127501	5	64	34	15	6
127501	6	106	70	16	10
127501	7	96	67	18	10
127501	8	39	30	9	9
127501	9	50	47	13	5
128001	0	66	32	10	6
128001	1	47	26	8	4
128001	2	149	88	26	17
128001	3	46	25	5	3
128001	4	49	24	5	5
128001	5	65	32	16	7
128001	6	107	71	18	11
128001	7	93	64	21	6
128001	8	39	36	5	5
128001	9	49	44	17	10
128501	0	71	32	10	6
128501	1	46	26	5	5
128501	2	145	91	39	16
128501	3	46	27	6	1
128501	4	50	23	6	7
128501	5	64	34	18	8
128501	6	103	71	24	10
128501	7	96	61	23	10
128501	8	42	34	8	6
128501	9	54	46	12	3
129001	0	71	31	11	4
129001	1	44	26	7	3
129001	2	148	90	37	16
129001	3	43	25	9	1
129001	4	51	23	9	12
129001	5	61	35	19	4
129001	6	106	71	18	7
129001	7	99	66	20	7
129001	8	43	36	7	2
129001	9	52	43	14	4
129501	0	73	31	12	3
129501	1	47	24	11	5
129501	2	143	92	29	13
129501	3	45	28	5	1
129501	4	50	24	8	5
129501	5	65	33	13	5
129501	6	111	71	22	5
129501	7	96	68	16	10
129501	8	40	35	9	2
129501	9	54	44	18	6
130001	0	74	31	12	6
130001	1	46	28	5	2
130001	2	146	88	29	21
130001	3	47	25	7	3
130001	4	49	26	11	5
130001	5	67	35	14	3
130001	6	108	73	16	7
130001	7	99	68	18	7
130001	8	43	33	8	4
130001	9	57	45	14	4
130501	0	68	31	17	2
130501	1	44	27	12	6
130501	2	151	96	22	20
130501	3	48	24	5	2
130501	4	52	24	8	9
130501	5	60	36	12	5
130501	6	108	74	14	16
130501	7	99	69	13	9
130501	8	45	34	9	4
130501	9	54	44	17	5
131001	0	69	32	10	4
131001	1	44	28	10	5
131001	2	152	95	31	10
131001	3	48	27	1	2
131001	4	51	26	6	3
131001	5	70	35	11	4
131001	6	107	74	17	6
131001	7	98	66	12	5
131001	8	42	36	14	5
131001	9	59	44	9	6
131501	0	74	31	12	5
131501	1	47	30	4	5
131501	2	150	93	32	13
131501	3	41	26	8	5
131501	4	51	26	8	2
131501	5	68	37	11	3
131501	6	108	75	14	7
131501	7	94	62	18	11
131501	8	41	34	13	5
131501	9	61	47	12	7
132001	0	73	30	9	5
132001	1	46	28	7	2
132001	2	154	94	25	9
132001	3	46	25	10	6
132001	4	52	23	9	5
132001	5	68	34	15	2
132001	6	112	75	16	7
132001	7	96	68	15	7
132001	8	45	31	12	4
132001	9	57	44	11	6
132501	0	74	32	9	2
132501	1	47	29	9	2
132501	2	155	98	18	8
132501	3	46	28	8	2
132501	4	50	25	7	4
132501	5	67	36	11	12
132501	6	113	77	18	6
132501	7	98	66	10	11
132501	8	48	37	6	2
132501	9	60	46	13	9
133001	0	72	31	17	4
133001	1	47	26	9	4
133001	2	153	97	23	9
133001	3	46	27	6	3
133001	4	47	23	4	7
133001	5	68	35	6	7
133001	6	108	71	22	8
133001	7	100	69	16	19
133001	8	46	37	5	4
133001	9	60	46	16	4
133501	0	71	32	10	3
133501	1	42	27	5	4
133501	2	149	96	21	15
133501	3	47	26	10	5
133501	4	47	25	13	5
133501	5	67	35	13	11
133501	6	109	75	18	7
133501	7	95	70	21	7
133501	8	49	34	6	6
133501	9	59	45	17	11
134001	0	70	32	14	6
134001	1	46	27	8	4
134001	2	146	97	26	15
134001	3	43	23	9	5
134001	4	51	24	9	8
134001	5	69	36	14	8
134001	6	114	76	20	6
134001	7	94	71	16	10
134001	8	47	35	9	4
134001	9	58	47	15	6
134501	0	69	32	18	8
134501	1	48	27	9	4
134501	2	159	94	25	14
134501	3	46	25	4	6
134501	4	50	25	11	7
134501	5	70	38	16	8
134501	6	106	74	23	8
134501	7	96	68	22	12
134501	8	48	36	10	1
134501	9	62	48	10	5
135001	0	75	32	6	6
135001	1	49	26	4	4
135001	2	154	91	25	17
135001	3	44	27	7	2
135001	4	50	27	11	6
135001	5	74	37	7	3
135001	6	107	76	18	9
135001	7	100	69	17	7
135001	8	49	36	11	5
135001	9	63	49	9	2
135501	0	72	31	14	4
135501	1	49	29	8	3
135501	2	150	92	33	21
135501	3	46	27	9	5
135501	4	52	27	11	2
135501	5	68	36	14	4
135501	6	101	72	18	12
135501	7	97	71	13	6
135501	8	49	36	5	6
135501	9	62	49	8	6
136001	0	77	33	14	2
136001	1	47	26	5	5
136001	2	159	96	22	12
136001	3	48	27	9	4
136001	4	51	29	8	3
136001	5	67	35	15	4
136001	6	114	74	16	11
136001	7	102	66	14	8
136001	8	47	35	7	5
136001	9	63	48	10	4
136501	0	72	32	14	5
136501	1	50	29	9	4
136501	2	154	93	36	13
136501	3	43	28	10	7
136501	4	51	29	8	2
136501	5	67	36	20	7
136501	6	109	73	15	13
136501	7	97	63	21	11
136501	8	49	35	9	4
136501	9	62	47	10	3
137001	0	74	33	12	9
137001	1	46	28	10	3
137001	2	158	100	24	6
137001	3	45	28	6	2
137001	4	50	28	8	3
137001	5	71	33	12	4
137001	6	111	69	19	10
137001	7	97	67	18	8
137001	8	51	37	9	4
137001	9	58	46	16	9
137501	0	75	33	11	4
137501	1	49	27	11	1
137501	2	159	95	27	17
137501	3	43	29	10	1
137501	4	48	25	9	9
137501	5	74	35	10	2
137501	6	105	77	26	4
137501	7	94	65	17	9
137501	8	49	36	11	3
137501	9	61	47	10	6
138001	0	74	31	11	7
138001	1	48	25	11	4
138001	2	152	91	38	13
138001	3	39	26	11	6
138001	4	47	29	9	4
138001	5	67	34	17	2
138001	6	102	73	19	11
138001	7	93	69	24	9
138001	8	46	34	9	5
138001	9	60	48	7	5
138501	0	74	31	10	3
138501	1	45	23	8	4
138501	2	156	88	32	18
138501	3	43	29	8	1
138501	4	47	29	12	1
138501	5	72	35	13	8
138501	6	106	76	25	7
138501	7	100	67	23	6
138501	8	52	38	3	1
138501	9	59	44	14	3
139001	0	75	33	12	2
139001	1	50	23	9	4
139001	2	156	94	30	21
139001	3	42	29	6	3
139001	4	51	23	14	7
139001	5	69	37	14	6
139001	6	111	77	29	14
139001	7	101	66	22	11
139001	8	49	37	7	4
139001	9	56	46	17	4
139501	0	70	30	14	5
139501	1	46	27	13	3
139501	2	158	96	34	14
139501	3	46	29	3	3
139501	4	49	25	11	3
139501	5	70	38	10	2
139501	6	110	75	20	6
139501	7	100	69	12	8
139501	8	48	37	4	5
139501	9	60	47	11	6
140001	0	75	34	9	3
140001	1	46	28	8	4
140001	2	154	95	33	16
140001	3	47	28	9	2
140001	4	49	28	8	5
140001	5	73	35	15	6
140001	6	114	78	23	10
140001	7	96	69	16	6
140001	8	52	36	7	3
140001	9	59	48	11	5
140501	0	78	34	10	6
140501	1	49	25	15	3
140501	2	159	102	37	24
140501	3	45	26	9	5
140501	4	49	24	13	3
140501	5	71	34	16	5
140501	6	104	76	26	10
140501	7	94	68	14	12
140501	8	50	35	16	5
140501	9	55	46	19	7
141001	0	76	34	7	5
141001	1	49	23	12	4
141001	2	155	96	37	21
141001	3	45	25	8	4
141001	4	47	26	12	5
141001	5	75	36	8	4
141001	6	106	76	27	13
141001	7	95	64	22	10
141001	8	49	35	8	3
141001	9	62	49	14	6
141501	0	74	32	14	7
141501	1	50	25	11	5
141501	2	147	94	43	19
141501	3	47	29	5	3
141501	4	43	29	18	4
141501	5	72	36	16	6
141501	6	111	75	27	15
141501	7	96	70	21	9
141501	8	45	30	9	9
141501	9	66	49	9	4
142001	0	78	33	16	5
142001	1	45	27	5	4
142001	2	159	103	26	18
142001	3	48	30	6	2
142001	4	50	28	13	6
142001	5	68	35	18	10
142001	6	110	80	27	14
142001	7	99	70	19	5
142001	8	49	35	11	4
142001	9	63	47	13	1
142501	0	76	32	14	5
142501	1	49	28	5	3
142501	2	159	102	33	12
142501	3	48	27	4	4
142501	4	50	29	12	6
142501	5	69	36	16	4
142501	6	112	81	25	11
142501	7	97	69	16	4
142501	8	49	37	6	6
142501	9	62	47	11	4
143001	0	75	32	17	4
143001	1	47	27	8	7
143001	2	156	100	33	21
143001	3	42	27	14	4
143001	4	45	28	14	7
143001	5	74	35	13	7
143001	6	106	81	24	8
143001	7	99	70	14	6
143001	8	48	38	13	5
143001	9	59	47	16	7
143501	0	77	33	13	4
143501	1	50	25	9	4
143501	2	161	101	37	13
143501	3	47	29	7	5
143501	4	44	27	10	1
143501	5	75	37	10	6
143501	6	113	83	19	8
143501	7	105	71	18	7
143501	8	52	37	10	3
143501	9	60	49	10	3
144001	0	86	37	5	3
144001	1	47	29	11	3
144001	2	154	100	35	10
144001	3	49	28	8	5
144001	4	50	27	4	5
144001	5	74	39	10	7
144001	6	113	79	20	11
144001	7	101	71	16	6
144001	8	52	38	10	5
144001	9	63	50	13	4
144501	0	81	35	11	3
144501	1	49	28	8	3
144501	2	161	99	34	15
144501	3	45	31	9	2
144501	4	50	28	8	6
144501	5	74	35	11	10
144501	6	115	80	13	11
144501	7	102	68	16	9
144501	8	48	36	7	6
144501	9	61	50	12	2
145001	0	81	30	12	3
145001	1	52	28	7	5
145001	2	166	102	28	16
145001	3	49	29	5	3
145001	4	51	28	3	1
145001	5	71	36	16	5
145001	6	118	87	14	4
145001	7	104	74	14	4
145001	8	51	38	3	2
145001	9	63	50	16	5
145501	0	85	36	10	4
145501	1	53	28	15	3
145501	2	168	107	24	11
145501	3	49	29	5	3
145501	4	52	28	7	3
145501	5	73	39	14	4
145501	6	111	83	19	9
145501	7	104	75	14	9
145501	8	50	38	6	3
145501	9	65	51	8	4
146001	0	83	36	13	4
146001	1	49	25	11	2
146001	2	162	106	36	9
146001	3	45	30	8	1
146001	4	48	27	11	2
146001	5	69	39	20	9
146001	6	112	79	19	13
146001	7	105	74	17	10
146001	8	47	35	13	1
146001	9	60	48	13	12
146501	0	84	36	8	5
146501	1	54	29	6	0
146501	2	169	109	31	12
146501	3	50	29	4	2
146501	4	44	27	10	4
146501	5	71	39	19	8
146501	6	107	81	31	9
146501	7	108	67	13	7
146501	8	52	40	2	4
146501	9	63	53	13	0
147001	0	86	37	10	5
147001	1	47	29	12	4
147001	2	170	108	28	14
147001	3	48	29	8	4
147001	4	47	28	10	3
147001	5	76	38	14	6
147001	6	115	85	17	11
147001	7	106	66	17	7
147001	8	52	37	6	6
147001	9	64	53	9	2
147501	0	86	38	8	4
147501	1	54	30	3	0
147501	2	170	106	25	14
147501	3	50	31	4	3
147501	4	50	26	5	5
147501	5	80	39	8	6
147501	6	114	85	22	3
147501	7	107	69	11	13
147501	8	51	36	6	4
147501	9	62	53	11	3
148001	0	79	37	16	7
148001	1	50	29	4	4
148001	2	171	103	31	15
148001	3	49	27	7	2
148001	4	46	28	10	5
148001	5	76	40	15	9
148001	6	113	85	17	9
148001	7	108	71	11	5
148001	8	53	38	3	1
148001	9	62	52	11	4
148501	0	79	37	12	7
148501	1	51	30	11	2
148501	2	167	102	34	13
148501	3	49	31	6	3
148501	4	46	24	9	7
148501	5	77	40	18	6
148501	6	111	85	19	6
148501	7	106	70	14	6
148501	8	50	37	9	4
148501	9	66	52	14	9
149001	0	78	35	16	2
149001	1	51	28	6	5
149001	2	169	95	24	17
149001	3	50	32	4	3
149001	4	50	28	9	5
149001	5	77	39	17	6
149001	6	117	85	18	7
149001	7	106	68	14	15
149001	8	51	37	6	4
149001	9	65	51	11	4
149501	0	80	34	16	6
149501	1	49	29	5	5
149501	2	174	104	24	9
149501	3	45	32	5	4
149501	4	48	28	11	5
149501	5	82	42	10	2
149501	6	122	86	14	7
149501	7	105	74	14	14
149501	8	50	40	8	5
149501	9	65	51	10	7
150001	0	88	37	11	8
150001	1	50	27	9	3
150001	2	174	102	27	11
150001	3	51	31	6	4
150001	4	48	29	7	1
150001	5	77	41	7	5
150001	6	112	80	18	11
150001	7	103	77	13	4
150001	8	49	39	10	2
150001	9	62	51	18	9
150501	0	78	34	15	6
150501	1	49	28	11	3
150501	2	169	108	23	12
150501	3	48	33	9	4
150501	4	51	29	12	3
150501	5	75	44	13	2
150501	6	114	86	21	10
150501	7	104	72	12	8
150501	8	50	39	11	1
150501	9	63	51	17	8
151001	0	82	33	19	8
151001	1	52	30	10	5
151001	2	178	106	28	10
151001	3	50	33	9	3
151001	4	49	30	9	7
151001	5	77	42	7	7
151001	6	117	84	26	11
151001	7	101	69	24	9
151001	8	54	40	5	4
151001	9	61	54	15	3
151501	0	79	31	19	5
151501	1	51	27	11	8
151501	2	173	105	30	8
151501	3	48	32	10	3
151501	4	52	30	8	4
151501	5	72	37	18	9
151501	6	118	84	21	8
151501	7	103	70	20	9
151501	8	51	38	13	4
151501	9	65	52	12	5
152001	0	87	33	16	8
152001	1	50	25	13	3
152001	2	171	104	34	14
152001	3	49	31	7	5
152001	4	50	28	8	8
152001	5	79	40	12	4
152001	6	115	82	25	9
152001	7	106	66	19	14
152001	8	48	36	12	4
152001	9	67	52	14	9
152501	0	86	33	17	8
152501	1	48	25	13	6
152501	2	176	104	26	16
152501	3	48	30	10	7
152501	4	52	30	9	6
152501	5	79	41	7	7
152501	6	116	82	22	11
152501	7	103	71	24	8
152501	8	52	37	9	4
152501	9	65	51	15	5
