generation	clone_id	dN	dS	pN	pS
153001	0	84	37	15	3
153001	1	46	26	10	6
153001	2	174	103	28	13
153001	3	49	33	8	3
153001	4	49	28	8	3
153001	5	75	39	14	9
153001	6	121	84	16	4
153001	7	103	71	21	4
153001	8	51	36	10	5
153001	9	65	50	13	8
153501	0	82	37	17	5
153501	1	50	29	16	6
153501	2	176	107	27	6
153501	3	48	31	10	1
153501	4	47	30	9	6
153501	5	77	39	9	7
153501	6	119	87	24	3
153501	7	108	71	18	16
153501	8	53	38	7	4
153501	9	65	53	10	5
154001	0	87	40	12	3
154001	1	52	32	6	4
154001	2	171	102	26	8
154001	3	49	31	8	5
154001	4	49	31	8	4
154001	5	79	41	10	5
154001	6	124	88	17	5
154001	7	112	64	18	9
154001	8	53	41	9	2
154001	9	64	47	15	4
154501	0	86	37	10	7
154501	1	52	30	8	6
154501	2	173	110	35	12
154501	3	45	34	8	5
154501	4	52	31	10	3
154501	5	74	42	13	3
154501	6	119	89	17	8
154501	7	110	73	16	13
154501	8	51	36	10	2
154501	9	69	48	11	8
155001	0	90	36	6	4
155001	1	54	31	5	5
155001	2	177	105	27	13
155001	3	47	34	6	2
155001	4	52	31	9	2
155001	5	79	43	11	2
155001	6	118	85	22	9
155001	7	106	74	20	8
155001	8	51	40	9	1
155001	9	68	48	13	3
155501	0	84	31	14	9
155501	1	50	30	6	6
155501	2	181	103	27	9
155501	3	51	34	4	4
155501	4	54	32	8	3
155501	5	79	42	15	4
155501	6	113	84	33	10
155501	7	102	72	26	6
155501	8	55	37	8	5
155501	9	71	51	13	4
156001	0	90	38	5	3
156001	1	56	32	1	5
156001	2	185	102	18	15
156001	3	50	35	7	2
156001	4	52	30	5	3
156001	5	81	43	14	4
156001	6	125	90	14	6
156001	7	111	79	20	4
156001	8	48	39	8	2
156001	9	66	51	12	2
156501	0	89	37	17	7
156501	1	56	32	4	3
156501	2	174	107	27	15
156501	3	49	32	10	5
156501	4	52	29	8	3
156501	5	76	43	15	1
156501	6	121	89	25	6
156501	7	110	67	17	8
156501	8	49	37	15	7
156501	9	68	49	7	6
157001	0	89	37	11	8
157001	1	52	29	9	2
157001	2	185	106	20	15
157001	3	47	34	12	3
157001	4	53	32	9	9
157001	5	82	43	7	8
157001	6	121	88	26	9
157001	7	103	70	20	7
157001	8	53	38	7	11
157001	9	66	50	15	6
157501	0	89	37	22	6
157501	1	56	30	5	4
157501	2	181	108	20	20
157501	3	46	34	15	6
157501	4	50	29	8	4
157501	5	83	45	8	8
157501	6	123	82	31	11
157501	7	109	72	11	9
157501	8	50	38	14	5
157501	9	70	53	12	1
158001	0	88	37	15	3
158001	1	51	29	9	3
158001	2	181	105	23	19
158001	3	46	30	11	5
158001	4	52	31	7	4
158001	5	82	43	12	8
158001	6	120	81	37	12
158001	7	106	73	20	11
158001	8	49	39	15	4
158001	9	70	52	13	4
158501	0	88	35	20	5
158501	1	50	29	9	4
158501	2	177	104	33	22
158501	3	48	29	9	7
158501	4	51	31	10	2
158501	5	81	39	9	6
158501	6	118	86	25	16
158501	7	103	72	26	9
158501	8	49	39	8	6
158501	9	71	53	9	9
159001	0	88	36	14	7
159001	1	49	31	13	2
159001	2	173	99	34	27
159001	3	49	33	6	5
159001	4	48	28	10	5
159001	5	80	42	17	5
159001	6	119	81	27	12
159001	7	103	74	23	9
159001	8	50	38	11	4
159001	9	71	53	16	7
159501	0	83	38	11	1
159501	1	55	29	7	4
159501	2	179	102	26	18
159501	3	52	33	6	3
159501	4	51	29	13	4
159501	5	79	44	15	1
159501	6	119	85	26	12
159501	7	108	75	16	6
159501	8	56	37	9	5
159501	9	70	48	11	5
160001	0	88	41	12	6
160001	1	57	29	8	5
160001	2	185	101	21	24
160001	3	52	32	7	1
160001	4	51	30	9	4
160001	5	82	44	11	1
160001	6	119	85	31	6
160001	7	110	76	13	9
160001	8	52	40	13	3
160001	9	63	46	20	10
160501	0	88	42	11	3
160501	1	52	31	7	0
160501	2	188	107	27	15
160501	3	51	34	6	2
160501	4	49	31	9	6
160501	5	83	44	16	6
160501	6	122	87	16	7
160501	7	108	74	12	7
160501	8	54	39	9	4
160501	9	66	50	10	8
161001	0	90	40	10	2
161001	1	52	33	5	3
161001	2	187	106	34	11
161001	3	53	35	5	7
161001	4	50	31	8	3
161001	5	83	47	13	5
161001	6	128	91	14	10
161001	7	107	74	18	9
161001	8	51	40	12	5
161001	9	65	48	11	4
161501	0	86	40	12	3
161501	1	54	32	10	8
161501	2	183	115	27	11
161501	3	53	34	5	4
161501	4	48	31	13	2
161501	5	86	46	9	5
161501	6	127	92	12	10
161501	7	107	76	11	9
161501	8	57	39	9	1
161501	9	70	52	10	5
162001	0	90	40	13	2
162001	1	55	34	7	1
162001	2	187	110	23	9
162001	3	53	32	3	3
162001	4	51	28	9	2
162001	5	81	44	11	1
162001	6	124	83	24	6
162001	7	113	70	14	9
162001	8	55	42	8	0
162001	9	71	53	14	7
162501	0	85	42	17	11
162501	1	55	33	10	1
162501	2	184	110	35	12
162501	3	53	32	6	8
162501	4	54	33	10	1
162501	5	84	45	14	3
162501	6	125	91	18	8
162501	7	112	75	15	5
162501	8	57	38	8	2
162501	9	70	51	15	7
163001	0	88	40	12	4
163001	1	55	32	9	5
163001	2	185	114	30	13
163001	3	53	33	3	2
163001	4	54	32	10	5
163001	5	81	41	15	5
163001	6	125	90	27	8
163001	7	109	78	14	9
163001	8	56	40	8	5
163001	9	70	51	14	4
163501	0	85	39	11	2
163501	1	56	32	8	4
163501	2	181	110	31	8
163501	3	53	33	3	2
163501	4	52	32	12	4
163501	5	82	46	12	3
163501	6	128	90	21	5
163501	7	111	76	10	9
163501	8	58	35	9	6
163501	9	69	53	15	3
164001	0	88	38	14	6
164001	1	53	32	10	5
164001	2	177	110	30	13
164001	3	50	32	9	3
164001	4	52	31	14	3
164001	5	85	45	14	3
164001	6	122	86	25	8
164001	7	113	74	13	13
164001	8	51	37	12	11
164001	9	66	55	16	6
164501	0	83	39	15	7
164501	1	52	34	9	4
164501	2	187	113	31	10
164501	3	50	32	6	3
164501	4	53	30	14	6
164501	5	83	44	11	3
164501	6	126	90	21	5
164501	7	105	73	21	7
164501	8	55	42	10	1
164501	9	73	51	12	6
165001	0	90	38	13	7
165001	1	56	34	9	0
165001	2	184	113	32	12
165001	3	48	31	5	1
165001	4	52	31	7	4
165001	5	84	47	10	2
165001	6	124	91	15	9
165001	7	106	78	21	6
165001	8	59	43	6	0
165001	9	72	49	14	6
165501	0	91	40	8	5
165501	1	55	35	5	1
165501	2	188	114	34	7
165501	3	52	33	6	3
165501	4	54	31	11	3
165501	5	80	43	17	8
165501	6	125	89	29	7
165501	7	107	78	18	10
165501	8	56	39	11	7
165501	9	74	53	15	2
166001	0	93	39	4	2
166001	1	52	33	9	1
166001	2	182	118	31	16
166001	3	47	29	10	3
166001	4	56	32	9	5
166001	5	81	43	8	5
166001	6	127	92	17	10
166001	7	109	77	21	7
166001	8	55	39	7	4
166001	9	72	52	15	9
166501	0	89	38	15	4
166501	1	56	33	9	2
166501	2	178	112	32	15
166501	3	51	31	9	3
166501	4	50	30	10	6
166501	5	79	43	19	5
166501	6	130	92	16	8
166501	7	111	78	18	7
166501	8	56	40	8	5
166501	9	68	51	15	7
167001	0	94	41	9	7
167001	1	58	34	2	6
167001	2	187	119	28	9
167001	3	50	30	6	5
167001	4	55	32	9	2
167001	5	85	47	10	5
167001	6	127	90	21	10
167001	7	111	72	19	12
167001	8	56	38	7	4
167001	9	69	53	17	6
167501	0	88	40	13	6
167501	1	57	34	5	4
167501	2	185	112	37	12
167501	3	51	33	5	1
167501	4	57	31	10	3
167501	5	80	45	12	6
167501	6	122	81	25	11
167501	7	112	79	14	9
167501	8	56	43	6	2
167501	9	73	49	14	9
168001	0	86	39	19	2
168001	1	55	34	6	2
168001	2	181	113	39	17
168001	3	51	32	10	2
168001	4	53	32	12	3
168001	5	77	45	17	5
168001	6	125	89	26	12
168001	7	110	75	14	9
168001	8	53	38	14	5
168001	9	69	50	14	11
168501	0	86	39	16	8
168501	1	56	35	8	5
168501	2	183	111	49	16
168501	3	51	33	7	4
168501	4	55	32	11	2
168501	5	77	41	16	8
168501	6	117	89	28	15
168501	7	105	79	20	8
168501	8	58	41	8	6
168501	9	73	50	10	8
169001	0	91	41	15	7
169001	1	56	34	10	3
169001	2	183	114	31	15
169001	3	54	32	6	3
169001	4	53	32	10	6
169001	5	78	42	19	4
169001	6	123	89	20	12
169001	7	106	77	16	8
169001	8	55	42	11	5
169001	9	72	51	12	4
169501	0	92	42	16	5
169501	1	54	32	8	2
169501	2	187	116	27	14
169501	3	51	31	8	1
169501	4	55	33	3	5
169501	5	79	46	12	7
169501	6	121	88	22	12
169501	7	109	78	14	10
169501	8	59	36	8	3
169501	9	68	54	14	9
170001	0	90	39	21	7
170001	1	59	36	3	3
170001	2	182	112	38	16
170001	3	48	32	8	5
170001	4	54	31	12	8
170001	5	79	46	15	6
170001	6	128	88	29	9
170001	7	108	73	25	10
170001	8	57	41	9	4
170001	9	70	53	9	5
170501	0	94	44	11	5
170501	1	54	34	12	3
170501	2	184	118	36	11
170501	3	48	32	10	1
170501	4	54	31	6	5
170501	5	84	46	12	6
170501	6	129	84	25	8
170501	7	107	75	17	11
170501	8	58	40	6	3
170501	9	75	56	18	5
171001	0	88	43	16	8
171001	1	56	31	11	5
171001	2	189	118	41	7
171001	3	50	33	10	1
171001	4	53	33	10	2
171001	5	80	46	13	6
171001	6	120	84	30	8
171001	7	110	73	16	9
171001	8	60	39	7	3
171001	9	76	55	11	5
171501	0	92	44	16	9
171501	1	54	35	15	3
171501	2	183	119	44	12
171501	3	50	33	14	3
171501	4	54	31	9	4
171501	5	86	48	10	2
171501	6	122	86	31	10
171501	7	109	72	22	13
171501	8	61	43	4	5
171501	9	67	52	15	7
172001	0	91	40	11	7
172001	1	56	34	7	5
172001	2	187	115	36	12
172001	3	48	32	11	6
172001	4	49	32	12	6
172001	5	81	48	8	3
172001	6	130	91	27	14
172001	7	109	76	15	8
172001	8	54	35	12	6
172001	9	74	54	13	5
172501	0	94	41	9	8
172501	1	58	36	10	3
172501	2	198	120	21	10
172501	3	52	33	6	1
172501	4	51	33	13	3
172501	5	79	46	15	7
172501	6	130	86	26	8
172501	7	110	76	22	10
172501	8	56	39	6	6
172501	9	77	53	10	6
173001	0	93	41	12	8
173001	1	57	33	11	5
173001	2	192	112	38	14
173001	3	49	31	7	4
173001	4	54	32	7	8
173001	5	80	45	12	4
173001	6	124	88	28	9
173001	7	109	73	16	9
173001	8	58	40	6	8
173001	9	74	54	12	4
173501	0	97	44	8	7
173501	1	51	34	9	5
173501	2	189	122	29	14
173501	3	53	33	10	4
173501	4	56	28	12	7
173501	5	81	45	13	6
173501	6	121	80	38	13
173501	7	106	77	15	9
173501	8	53	40	11	5
173501	9	79	52	8	6
174001	0	98	43	5	9
174001	1	55	35	7	2
174001	2	190	118	28	22
174001	3	49	30	9	4
174001	4	53	31	8	4
174001	5	80	41	14	4
174001	6	127	88	24	9
174001	7	115	73	16	11
174001	8	55	38	8	6
174001	9	76	57	9	6
174501	0	94	43	9	4
174501	1	55	32	11	3
174501	2	184	117	39	23
174501	3	48	32	10	3
174501	4	56	33	10	4
174501	5	80	45	19	8
174501	6	130	89	31	9
174501	7	111	73	14	6
174501	8	58	38	5	6
174501	9	78	56	5	4
175001	0	91	37	14	9
175001	1	53	34	7	4
175001	2	182	113	42	15
175001	3	55	32	10	5
175001	4	55	31	10	6
175001	5	80	44	12	5
175001	6	127	87	40	15
175001	7	114	74	16	14
175001	8	56	37	10	6
175001	9	74	57	6	6
175501	0	95	43	12	2
175501	1	55	36	11	2
175501	2	184	119	30	10
175501	3	53	35	6	3
175501	4	56	31	7	3
175501	5	81	47	15	4
175501	6	128	89	20	9
175501	7	110	73	16	9
175501	8	60	39	10	8
175501	9	74	57	7	4
176001	0	93	41	8	2
176001	1	56	35	8	3
176001	2	189	115	31	16
176001	3	53	33	9	5
176001	4	55	31	10	4
176001	5	82	45	20	7
176001	6	120	88	26	6
176001	7	112	76	12	9
176001	8	60	37	11	4
176001	9	78	59	9	3
176501	0	94	41	16	5
176501	1	58	36	8	2
176501	2	180	116	39	11
176501	3	53	29	7	9
176501	4	57	32	8	2
176501	5	77	45	24	7
176501	6	133	89	20	7
176501	7	114	74	23	9
176501	8	60	40	6	5
176501	9	77	56	11	7
177001	0	93	39	14	3
177001	1	53	34	12	2
177001	2	189	119	33	15
177001	3	48	32	9	3
177001	4	58	32	7	1
177001	5	76	45	19	4
177001	6	131	87	19	13
177001	7	112	73	24	5
177001	8	62	39	7	4
177001	9	75	56	13	3
177501	0	98	43	10	2
177501	1	57	37	7	3
177501	2	199	120	26	11
177501	3	48	29	10	6
177501	4	57	33	17	5
177501	5	79	47	13	6
177501	6	135	90	21	9
177501	7	111	77	20	6
177501	8	58	40	7	3
177501	9	75	54	8	6
178001	0	95	43	13	4
178001	1	55	35	10	3
178001	2	201	125	26	12
178001	3	52	35	8	4
178001	4	58	32	8	3
178001	5	84	47	13	9
178001	6	139	95	21	10
178001	7	109	75	16	9
178001	8	56	43	7	3
178001	9	76	54	14	5
178501	0	95	43	7	4
178501	1	57	36	9	5
178501	2	197	129	17	11
178501	3	52	34	4	5
178501	4	58	31	6	5
178501	5	79	48	18	6
178501	6	136	89	14	8
178501	7	116	78	12	10
178501	8	58	39	10	5
178501	9	77	60	8	3
179001	0	94	39	18	3
179001	1	55	33	14	2
179001	2	192	118	27	14
179001	3	52	34	11	7
179001	4	57	32	5	6
179001	5	84	43	21	9
179001	6	130	91	30	11
179001	7	113	77	19	10
179001	8	54	36	17	2
179001	9	78	54	13	7
179501	0	98	43	10	8
179501	1	58	33	13	3
179501	2	186	119	42	13
179501	3	45	32	12	5
179501	4	55	30	5	10
179501	5	83	40	20	2
179501	6	134	92	24	7
179501	7	111	81	15	5
179501	8	58	39	8	7
179501	9	71	57	21	7
180001	0	99	43	7	3
180001	1	63	33	11	2
180001	2	192	128	28	11
180001	3	54	37	5	3
180001	4	55	31	10	1
180001	5	85	46	14	2
180001	6	139	94	18	6
180001	7	116	77	11	9
180001	8	58	38	7	8
180001	9	74	59	14	1
180501	0	90	40	17	9
180501	1	62	36	7	4
180501	2	198	124	34	11
180501	3	52	35	8	3
180501	4	57	33	7	4
180501	5	87	46	14	5
180501	6	141	95	19	10
180501	7	114	76	14	11
180501	8	59	43	5	2
180501	9	76	61	15	3
181001	0	94	42	13	7
181001	1	60	34	5	3
181001	2	190	123	33	13
181001	3	54	36	4	1
181001	4	56	31	6	4
181001	5	85	47	19	2
181001	6	142	90	18	8
181001	7	119	79	15	8
181001	8	60	43	8	3
181001	9	71	57	19	7
181501	0	94	40	16	9
181501	1	61	32	9	5
181501	2	197	127	25	16
181501	3	53	35	4	2
181501	4	56	29	7	7
181501	5	84	48	12	5
181501	6	138	88	19	10
181501	7	117	76	14	10
181501	8	59	40	7	4
181501	9	71	57	17	5
182001	0	91	42	15	6
182001	1	62	36	8	5
182001	2	191	117	37	17
182001	3	54	36	12	1
182001	4	52	31	14	4
182001	5	83	47	15	4
182001	6	138	88	26	6
182001	7	112	71	21	20
182001	8	59	43	14	6
182001	9	73	57	19	7
182501	0	87	42	20	5
182501	1	59	34	5	3
182501	2	192	124	34	19
182501	3	54	34	6	1
182501	4	53	33	10	5
182501	5	88	45	13	6
182501	6	138	89	25	5
182501	7	114	81	21	8
182501	8	61	42	8	4
182501	9	72	56	13	10
183001	0	94	45	17	5
183001	1	55	36	9	5
183001	2	196	122	29	14
183001	3	53	31	6	8
183001	4	50	31	9	6
183001	5	84	45	15	5
183001	6	140	90	28	12
183001	7	116	77	20	12
183001	8	63	44	5	2
183001	9	73	58	15	7
183501	0	99	43	13	7
183501	1	59	35	8	2
183501	2	197	127	27	14
183501	3	54	36	5	5
183501	4	55	33	6	3
183501	5	87	48	12	5
183501	6	141	91	18	9
183501	7	113	76	21	15
183501	8	57	40	6	4
183501	9	73	58	21	7
184001	0	100	45	15	7
184001	1	62	36	6	4
184001	2	188	123	39	16
184001	3	55	35	5	6
184001	4	53	32	6	6
184001	5	79	49	24	15
184001	6	138	89	26	11
184001	7	115	77	15	9
184001	8	56	43	8	3
184001	9	76	62	11	5
184501	0	92	41	21	7
184501	1	59	38	7	6
184501	2	192	126	33	15
184501	3	51	35	9	4
184501	4	52	33	10	4
184501	5	82	48	19	10
184501	6	134	89	28	11
184501	7	115	79	21	12
184501	8	58	41	8	4
184501	9	74	59	17	5
185001	0	97	43	22	13
185001	1	57	36	9	6
185001	2	189	116	41	25
185001	3	53	33	8	6
185001	4	52	31	9	5
185001	5	77	46	25	9
185001	6	136	93	35	9
185001	7	117	76	16	11
185001	8	54	40	15	5
185001	9	75	59	15	10
185501	0	93	41	20	15
185501	1	61	38	9	4
185501	2	192	117	38	23
185501	3	50	35	5	6
185501	4	49	28	22	3
185501	5	81	49	20	7
185501	6	144	94	21	7
185501	7	117	80	14	11
185501	8	57	42	12	4
185501	9	71	56	18	12
186001	0	89	41	18	10
186001	1	56	37	11	7
186001	2	202	129	32	22
186001	3	51	36	5	7
186001	4	50	31	9	6
186001	5	84	53	16	5
186001	6	142	91	25	7
186001	7	114	82	15	9
186001	8	58	45	10	2
186001	9	75	59	11	6
186501	0	98	42	9	8
186501	1	59	37	7	2
186501	2	203	129	29	11
186501	3	54	39	6	2
186501	4	55	36	5	5
186501	5	84	56	12	3
186501	6	138	94	23	14
186501	7	115	80	21	9
186501	8	60	41	9	3
186501	9	75	58	14	5
187001	0	98	45	10	5
187001	1	57	33	12	4
187001	2	194	126	33	18
187001	3	53	37	11	4
187001	4	55	34	8	3
187001	5	82	53	17	2
187001	6	148	95	25	14
187001	7	110	83	11	8
187001	8	59	46	10	1
187001	9	73	60	8	8
187501	0	99	44	9	7
187501	1	60	35	10	3
187501	2	202	128	36	17
187501	3	52	36	3	8
187501	4	54	35	5	4
187501	5	88	54	9	7
187501	6	142	95	33	9
187501	7	112	78	18	15
187501	8	58	46	9	4
187501	9	78	61	9	8
188001	0	95	42	14	6
188001	1	64	40	4	3
188001	2	200	128	32	9
188001	3	50	35	9	6
188001	4	51	33	9	7
188001	5	86	56	9	3
188001	6	145	93	22	7
188001	7	109	81	18	6
188001	8	59	44	9	4
188001	9	76	64	14	1
188501	0	88	42	22	6
188501	1	61	40	12	0
188501	2	202	134	24	6
188501	3	50	35	7	4
188501	4	51	32	14	2
188501	5	82	56	14	4
188501	6	144	93	23	9
188501	7	120	81	14	10
188501	8	60	45	9	4
188501	9	74	63	13	8
189001	0	92	47	18	3
189001	1	59	33	8	3
189001	2	198	131	24	18
189001	3	48	38	13	8
189001	4	54	34	8	4
189001	5	78	53	15	9
189001	6	148	95	17	7
189001	7	109	83	21	7
189001	8	60	43	7	2
189001	9	76	57	15	7
189501	0	91	41	28	4
189501	1	61	37	6	3
189501	2	200	125	31	13
189501	3	51	35	6	8
189501	4	55	36	5	5
189501	5	82	56	21	6
189501	6	145	89	33	11
189501	7	117	81	11	7
189501	8	57	45	11	2
189501	9	76	57	13	10
190001	0	97	41	16	7
190001	1	62	36	7	1
190001	2	203	129	30	16
190001	3	51	32	8	7
190001	4	55	38	10	3
190001	5	78	55	20	6
190001	6	149	93	17	9
190001	7	118	82	11	6
190001	8	59	46	10	4
190001	9	72	60	14	9
190501	0	96	47	13	2
190501	1	65	37	7	1
190501	2	207	135	24	11
190501	3	55	38	2	3
190501	4	57	36	5	6
190501	5	89	54	5	7
190501	6	155	96	14	2
190501	7	116	84	16	9
190501	8	63	47	7	4
190501	9	75	62	13	5
191001	0	96	43	19	3
191001	1	64	38	6	4
191001	2	209	129	25	13
191001	3	50	37	9	6
191001	4	57	35	13	3
191001	5	82	50	19	6
191001	6	143	93	35	9
191001	7	115	86	13	12
191001	8	64	47	3	6
191001	9	77	60	7	4
191501	0	100	45	13	4
191501	1	59	39	10	2
191501	2	203	130	38	19
191501	3	54	40	6	3
191501	4	52	34	14	4
191501	5	86	59	10	1
191501	6	151	94	21	8
191501	7	118	82	16	4
191501	8	61	44	11	3
191501	9	73	58	14	7
192001	0	101	45	12	2
192001	1	59	38	10	0
192001	2	210	134	28	14
192001	3	51	36	8	4
192001	4	56	36	7	4
192001	5	85	60	15	6
192001	6	147	96	20	8
192001	7	114	84	20	6
192001	8	67	45	9	1
192001	9	77	59	16	5
192501	0	99	45	17	4
192501	1	59	35	14	4
192501	2	207	139	24	8
192501	3	51	39	8	4
192501	4	56	33	7	7
192501	5	88	53	14	7
192501	6	149	94	20	10
192501	7	115	84	15	13
192501	8	58	48	16	2
192501	9	76	60	12	5
193001	0	99	47	12	6
193001	1	62	39	9	3
193001	2	202	134	29	17
193001	3	53	38	7	1
193001	4	57	36	7	3
193001	5	89	54	9	5
193001	6	151	98	18	4
193001	7	119	82	14	8
193001	8	61	48	9	2
193001	9	75	58	12	6
193501	0	97	44	11	4
193501	1	60	37	6	4
193501	2	210	140	16	12
193501	3	54	40	6	1
193501	4	55	37	6	1
193501	5	87	61	13	7
193501	6	150	96	14	7
193501	7	118	86	7	8
193501	8	61	46	7	11
193501	9	75	57	10	10
194001	0	99	48	9	3
194001	1	63	40	6	2
194001	2	213	136	25	12
194001	3	59	40	3	4
194001	4	56	34	7	6
194001	5	84	56	14	2
194001	6	151	98	13	6
194001	7	115	86	14	9
194001	8	65	48	7	3
194001	9	80	57	7	10
194501	0	100	47	15	3
194501	1	58	34	9	5
194501	2	204	136	31	10
194501	3	56	38	6	2
194501	4	54	35	10	4
194501	5	84	57	16	5
194501	6	145	94	17	8
194501	7	111	81	17	11
194501	8	64	47	5	5
194501	9	81	53	10	8
195001	0	102	45	17	4
195001	1	60	37	6	2
195001	2	211	137	31	16
195001	3	50	38	9	2
195001	4	53	33	11	9
195001	5	89	59	13	5
195001	6	151	97	20	11
195001	7	115	83	19	10
195001	8	61	46	8	2
195001	9	79	58	14	6
195501	0	100	46	19	7
195501	1	63	39	3	3
195501	2	208	136	34	15
195501	3	52	37	6	5
195501	4	58	34	4	9
195501	5	85	56	20	6
195501	6	152	100	15	13
195501	7	112	81	12	14
195501	8	63	47	6	5
195501	9	79	57	11	7
196001	0	98	45	7	7
196001	1	62	36	3	5
196001	2	207	138	35	20
196001	3	55	39	5	3
196001	4	56	33	9	5
196001	5	90	60	12	8
196001	6	135	92	31	13
196001	7	112	82	14	13
196001	8	63	46	12	1
196001	9	83	58	8	10
196501	0	103	44	15	7
196501	1	58	37	8	4
196501	2	201	135	36	10
196501	3	58	39	6	4
196501	4	55	32	14	6
196501	5	82	54	21	9
196501	6	152	97	25	9
196501	7	106	82	17	11
196501	8	65	46	6	4
196501	9	82	60	8	13
197001	0	98	43	19	6
197001	1	59	38	10	5
197001	2	196	131	45	10
197001	3	59	39	2	2
197001	4	59	36	11	6
197001	5	88	57	18	9
197001	6	145	94	22	9
197001	7	113	80	16	10
197001	8	64	47	5	3
197001	9	76	59	10	8
197501	0	104	45	11	3
197501	1	63	39	4	1
197501	2	209	140	29	10
197501	3	59	40	3	4
197501	4	57	34	6	3
197501	5	94	63	7	5
197501	6	148	101	15	7
197501	7	117	86	8	10
197501	8	65	43	5	4
197501	9	81	61	11	2
198001	0	100	48	14	4
198001	1	61	39	11	3
198001	2	211	139	23	12
198001	3	55	40	5	2
198001	4	60	36	8	4
198001	5	88	59	16	3
198001	6	148	92	23	10
198001	7	113	84	19	7
198001	8	63	47	4	6
198001	9	77	57	20	4
198501	0	104	46	9	5
198501	1	54	36	16	3
198501	2	207	136	26	13
198501	3	57	37	7	3
198501	4	58	34	9	3
198501	5	85	60	18	2
198501	6	151	93	15	4
198501	7	116	85	15	10
198501	8	65	45	6	5
198501	9	83	59	15	6
199001	0	99	45	14	5
199001	1	59	39	10	2
199001	2	205	138	36	13
199001	3	53	38	11	5
199001	4	58	33	8	3
199001	5	88	61	13	9
199001	6	152	99	22	10
199001	7	116	89	10	11
199001	8	63	44	6	4
199001	9	82	60	9	10
199501	0	97	49	12	6
199501	1	64	40	6	6
199501	2	211	144	27	12
199501	3	55	37	9	2
199501	4	59	32	12	5
199501	5	89	59	8	5
199501	6	149	93	20	11
199501	7	114	85	20	11
199501	8	62	46	12	2
199501	9	76	59	13	5
200001	0	104	47	18	6
200001	1	61	34	10	2
200001	2	213	138	26	11
200001	3	52	36	11	3
200001	4	61	35	8	5
200001	5	89	59	13	8
200001	6	146	102	23	6
200001	7	115	87	15	6
200001	8	65	48	8	1
200001	9	80	60	13	6
